,Location,Count Date,Day,24 Hr. Total Vol.,Unnamed: 4,coordinates
22757,TETLEY STREET E/O ANGELCREST DRIVE,12/16/2014 12:00:00 AM,Tue,3641,"TETLEY STREET E/O ANGELCREST DRIVE, california","34.0000888, -117.976021"
22758,VALLECITO DRIVE S/O LA SUBIDA DRIVE,12/20/2009 12:00:00 AM,Sun,5371,"VALLECITO DRIVE S/O LA SUBIDA DRIVE, california",N/A
22759,VALLECITO DRIVE S/O LA SUBIDA DRIVE,12/19/2009 12:00:00 AM,Sat,6714,"VALLECITO DRIVE S/O LA SUBIDA DRIVE, california",N/A
22760,VALLECITO DRIVE S/O LA SUBIDA DRIVE,12/18/2009 12:00:00 AM,Fri,9225,"VALLECITO DRIVE S/O LA SUBIDA DRIVE, california",N/A
22761,VALLECITO DRIVE S/O LA SUBIDA DRIVE,12/17/2009 12:00:00 AM,Thur,8871,"VALLECITO DRIVE S/O LA SUBIDA DRIVE, california",N/A
22762,WOODS AVENUE N/O REPETTO STREET,10/21/2007 12:00:00 AM,Sun,1278,"WOODS AVENUE N/O REPETTO STREET, california","34.0278029, -118.149797"
22763,WOODS AVENUE N/O REPETTO STREET,10/20/2007 12:00:00 AM,Sat,1745,"WOODS AVENUE N/O REPETTO STREET, california","34.0278029, -118.149797"
22764,WOODS AVENUE N/O REPETTO STREET,10/19/2007 12:00:00 AM,Fri,2525,"WOODS AVENUE N/O REPETTO STREET, california","34.0278029, -118.149797"
22765,WOODS AVENUE N/O REPETTO STREET,10/18/2007 12:00:00 AM,Thur,2481,"WOODS AVENUE N/O REPETTO STREET, california","34.0278029, -118.149797"
22766,WOODS AVENUE N/O UNION PACIFIC AVENUE,10/28/2014 12:00:00 AM,Tue,1383,"WOODS AVENUE N/O UNION PACIFIC AVENUE, california","34.0139185, -118.1582418"
22767,WOODS AVENUE N/O VIA CORONA STREET,01/19/2010 12:00:00 AM,Tue,3098,"WOODS AVENUE N/O VIA CORONA STREET, california","34.0287089, -118.1496923"
22768,WOODS AVENUE N/O VIA CORONA STREET,01/18/2010 12:00:00 AM,Mon,1662,"WOODS AVENUE N/O VIA CORONA STREET, california","34.0287089, -118.1496923"
22769,WOODS AVENUE N/O VIA CORONA STREET,01/17/2010 12:00:00 AM,Sun,1543,"WOODS AVENUE N/O VIA CORONA STREET, california","34.0287089, -118.1496923"
22770,WOODS AVENUE N/O VIA CORONA STREET,01/16/2010 12:00:00 AM,Sat,2239,"WOODS AVENUE N/O VIA CORONA STREET, california","34.0287089, -118.1496923"
22771,WOODS AVENUE N/O VIA CORONA STREET,01/15/2010 12:00:00 AM,Fri,3330,"WOODS AVENUE N/O VIA CORONA STREET, california","34.0287089, -118.1496923"
22772,WOODS AVENUE N/O VIA CORONA STREET,01/14/2010 12:00:00 AM,Thur,3368,"WOODS AVENUE N/O VIA CORONA STREET, california","34.0287089, -118.1496923"
22773,WOODS AVENUE S/O 4TH STREET,10/21/2007 12:00:00 AM,Sun,1360,"WOODS AVENUE S/O 4TH STREET, california","34.0251099, -118.1570018"
22774,WOODS AVENUE S/O 4TH STREET,10/20/2007 12:00:00 AM,Sat,1806,"WOODS AVENUE S/O 4TH STREET, california","34.0251099, -118.1570018"
22775,WOODS AVENUE S/O 4TH STREET,10/19/2007 12:00:00 AM,Fri,2472,"WOODS AVENUE S/O 4TH STREET, california","34.0251099, -118.1570018"
22776,WOODS AVENUE S/O 4TH STREET,10/18/2007 12:00:00 AM,Thur,2267,"WOODS AVENUE S/O 4TH STREET, california","34.0251099, -118.1570018"
22777,WOODS AVENUE S/O ESCUELA STREET,10/21/2007 12:00:00 AM,Sun,1754,"WOODS AVENUE S/O ESCUELA STREET, california","42.0081315, -87.778516"
22778,WOODS AVENUE S/O ESCUELA STREET,10/18/2007 12:00:00 AM,Thur,2798,"WOODS AVENUE S/O ESCUELA STREET, california","42.0081315, -87.778516"
22779,WOODS AVENUE S/O REPETTO STREET,08/21/2013 12:00:00 AM,Wed,2419,"WOODS AVENUE S/O REPETTO STREET, california","34.0310315, -118.1552216"
22780,LAKE MANOR DRIVE E/O LAKEVIEW TERRACE,06/07/2015 12:00:00 AM,Sun,4731,"LAKE MANOR DRIVE E/O LAKEVIEW TERRACE, california","28.96156299999999, -81.6508545"
22781,WOODS AVENUE S/O REPETTO STREET,07/23/2011 12:00:00 AM,Sat,2050,"WOODS AVENUE S/O REPETTO STREET, california","34.0310315, -118.1552216"
22782,WOODS AVENUE S/O REPETTO STREET,07/22/2011 12:00:00 AM,Fri,2488,"WOODS AVENUE S/O REPETTO STREET, california","34.0310315, -118.1552216"
22783,WOODS AVENUE S/O REPETTO STREET,07/21/2011 12:00:00 AM,Thur,2450,"WOODS AVENUE S/O REPETTO STREET, california","34.0310315, -118.1552216"
22784,WOODS AVENUE S/O REPETTO STREET,07/20/2011 12:00:00 AM,Wed,2669,"WOODS AVENUE S/O REPETTO STREET, california","34.0310315, -118.1552216"
22785,WOODS AVENUE S/O REPETTO STREET,10/21/2007 12:00:00 AM,Sun,1505,"WOODS AVENUE S/O REPETTO STREET, california","34.0310315, -118.1552216"
22786,WOODS AVENUE S/O REPETTO STREET,10/20/2007 12:00:00 AM,Sat,1945,"WOODS AVENUE S/O REPETTO STREET, california","34.0310315, -118.1552216"
22787,WOODS AVENUE S/O REPETTO STREET,10/19/2007 12:00:00 AM,Fri,2606,"WOODS AVENUE S/O REPETTO STREET, california","34.0310315, -118.1552216"
22788,TETLEY STREET W/O RICHDALE AVENUE,12/16/2014 12:00:00 AM,Tue,3998,"TETLEY STREET W/O RICHDALE AVENUE, california","33.9950767, -117.972742"
22789,SEVILLE AVENUE N/O LIVE OAK STREET,12/16/2014 12:00:00 AM,Tue,9253,"SEVILLE AVENUE N/O LIVE OAK STREET, california","29.9479072, -90.13069929999999"
22790,WOODS AVENUE S/O REPETTO STREET,10/18/2007 12:00:00 AM,Thur,2455,"WOODS AVENUE S/O REPETTO STREET, california","34.0310315, -118.1552216"
22791,WESTMAN AVENUE N/O AEOLIAN STREET,05/26/2010 12:00:00 AM,Wed,1239,"WESTMAN AVENUE N/O AEOLIAN STREET, california","33.9660032, -118.0669308"
22792,WESTMAN AVENUE N/O LOCHINVAR STREET,05/26/2010 12:00:00 AM,Wed,2302,"WESTMAN AVENUE N/O LOCHINVAR STREET, california","33.9695401, -118.0667439"
22793,BRIGGS AVENUE S/O PROSPECT AVENUE,04/19/2016 12:00:00 AM,Tue,1698,"BRIGGS AVENUE S/O PROSPECT AVENUE, california","40.8683716, -73.8898172"
22794,WHITE AVENUE N/O ALONDRA BOULEVARD,02/10/2009 12:00:00 AM,Tue,1161,"WHITE AVENUE N/O ALONDRA BOULEVARD, california","33.88957, -118.1444897"
22795,WHITE AVENUE N/O SAN LUIS STREET,08/06/2009 12:00:00 AM,Thur,590,"WHITE AVENUE N/O SAN LUIS STREET, california","38.6270025, -90.19940419999999"
22796,WHITE AVENUE N/O SAN VICENTE STREET,07/21/2009 12:00:00 AM,Tue,547,"WHITE AVENUE N/O SAN VICENTE STREET, california","32.9146302, -116.9348403"
22797,WHITE AVENUE S/O LINSLEY STREET,01/09/2008 12:00:00 AM,Wed,1385,"WHITE AVENUE S/O LINSLEY STREET, california","33.8906013, -118.1952437"
22798,WHITE AVENUE S/O LINSLEY STREET,01/08/2008 12:00:00 AM,Tue,1378,"WHITE AVENUE S/O LINSLEY STREET, california","33.8906013, -118.1952437"
22799,WHITEROCK DRIVE N/O BADLONA DRIVE,08/26/2007 12:00:00 AM,Sun,321,"WHITEROCK DRIVE N/O BADLONA DRIVE, california","33.900413, -118.01059"
22800,WHITEROCK DRIVE N/O BADLONA DRIVE,08/25/2007 12:00:00 AM,Sat,382,"WHITEROCK DRIVE N/O BADLONA DRIVE, california","33.900413, -118.01059"
22801,KANE AVENUE S/O ANOLA STREET,06/08/2015 12:00:00 AM,Mon,168,"KANE AVENUE S/O ANOLA STREET, california","33.938099, -118.0293743"
22802,WHITEROCK DRIVE N/O BADLONA DRIVE,08/24/2007 12:00:00 AM,Fri,364,"WHITEROCK DRIVE N/O BADLONA DRIVE, california","33.900413, -118.01059"
22803,WHITEROCK DRIVE N/O BADLONA DRIVE,08/23/2007 12:00:00 AM,Thur,373,"WHITEROCK DRIVE N/O BADLONA DRIVE, california","33.900413, -118.01059"
22804,WHITES CANYON ROAD N/O ASHBORO DRIVE,06/30/2013 12:00:00 AM,Sun,13065,"WHITES CANYON ROAD N/O ASHBORO DRIVE, california","34.4350136, -118.4805371"
22805,WHITES CANYON ROAD N/O ASHBORO DRIVE,06/29/2013 12:00:00 AM,Sat,15843,"WHITES CANYON ROAD N/O ASHBORO DRIVE, california","34.4350136, -118.4805371"
22806,LAKE AVENUE N/O PALM STREET (N),12/17/2014 12:00:00 AM,Wed,0,"LAKE AVENUE N/O PALM STREET (N), california","26.6156019, -80.0555205"
22807,WHITES CANYON ROAD N/O ASHBORO DRIVE,06/28/2013 12:00:00 AM,Fri,16961,"WHITES CANYON ROAD N/O ASHBORO DRIVE, california","34.4350136, -118.4805371"
22808,WHITES CANYON ROAD N/O ASHBORO DRIVE,06/27/2013 12:00:00 AM,Thur,16282,"WHITES CANYON ROAD N/O ASHBORO DRIVE, california","34.4350136, -118.4805371"
22809,WHITES CANYON ROAD N/O ASHBORO DRIVE,04/08/2007 12:00:00 AM,Sun,16064,"WHITES CANYON ROAD N/O ASHBORO DRIVE, california","34.4350136, -118.4805371"
22810,WHITES CANYON ROAD N/O ASHBORO DRIVE,04/07/2007 12:00:00 AM,Sat,18755,"WHITES CANYON ROAD N/O ASHBORO DRIVE, california","34.4350136, -118.4805371"
22811,WHITES CANYON ROAD N/O ASHBORO DRIVE,04/06/2007 12:00:00 AM,Fri,20072,"WHITES CANYON ROAD N/O ASHBORO DRIVE, california","34.4350136, -118.4805371"
22812,WHITES CANYON ROAD N/O ASHBORO DRIVE,04/05/2007 12:00:00 AM,Thur,19112,"WHITES CANYON ROAD N/O ASHBORO DRIVE, california","34.4350136, -118.4805371"
22813,WHITESIDE STREET E/O DUNN AVENUE,07/07/2013 12:00:00 AM,Sun,2168,"WHITESIDE STREET E/O DUNN AVENUE, california","30.4292615, -81.6704511"
22814,WOODS AVENUE S/O VIA CORONA STREET,01/19/2010 12:00:00 AM,Tue,2560,"WOODS AVENUE S/O VIA CORONA STREET, california","34.0287089, -118.1496923"
22815,MONTROSE AVENUE W/O BRIGGS AVENUE,04/19/2016 12:00:00 AM,Tue,8637,"MONTROSE AVENUE W/O BRIGGS AVENUE, california","34.2178683, -118.230363"
22816,MONTROSE AVENUE W/O MIRA VISTA AVENUE,04/19/2016 12:00:00 AM,Tue,11663,"MONTROSE AVENUE W/O MIRA VISTA AVENUE, california","34.2081312, -118.2285373"
22817,WOODS AVENUE S/O VIA CORONA STREET,01/18/2010 12:00:00 AM,Mon,1513,"WOODS AVENUE S/O VIA CORONA STREET, california","34.0287089, -118.1496923"
22818,WOODS AVENUE S/O VIA CORONA STREET,01/17/2010 12:00:00 AM,Sun,1503,"WOODS AVENUE S/O VIA CORONA STREET, california","34.0287089, -118.1496923"
22819,WOODS AVENUE S/O VIA CORONA STREET,01/16/2010 12:00:00 AM,Sat,2085,"WOODS AVENUE S/O VIA CORONA STREET, california","34.0287089, -118.1496923"
22820,WOODS AVENUE S/O VIA CORONA STREET,01/15/2010 12:00:00 AM,Fri,3002,"WOODS AVENUE S/O VIA CORONA STREET, california","34.0287089, -118.1496923"
22821,WOODS AVENUE S/O VIA CORONA STREET,01/14/2010 12:00:00 AM,Thur,3101,"WOODS AVENUE S/O VIA CORONA STREET, california","34.0287089, -118.1496923"
22822,WOODS AVENUE S/O WOODS PLACE,09/18/2012 12:00:00 AM,Tue,1692,"WOODS AVENUE S/O WOODS PLACE, california","36.1384429, -95.88792409999999"
22823,WOODSIDE DRIVE E/O DAVID WAY,12/21/2009 12:00:00 AM,Mon,1123,"WOODSIDE DRIVE E/O DAVID WAY, california","34.4636725, -118.4882257"
22824,WOODSIDE DRIVE E/O DAVID WAY,12/20/2009 12:00:00 AM,Sun,1050,"WOODSIDE DRIVE E/O DAVID WAY, california","34.4636725, -118.4882257"
22825,WOODSIDE DRIVE E/O DAVID WAY,12/19/2009 12:00:00 AM,Sat,1234,"WOODSIDE DRIVE E/O DAVID WAY, california","34.4636725, -118.4882257"
22826,WOODSIDE DRIVE E/O DAVID WAY,12/18/2009 12:00:00 AM,Fri,1360,"WOODSIDE DRIVE E/O DAVID WAY, california","34.4636725, -118.4882257"
22827,WOODSIDE DRIVE E/O DAVID WAY,12/17/2009 12:00:00 AM,Thur,1355,"WOODSIDE DRIVE E/O DAVID WAY, california","34.4636725, -118.4882257"
22828,WOODSIDE DRIVE E/O DAVID WAY,12/16/2009 12:00:00 AM,Wed,1335,"WOODSIDE DRIVE E/O DAVID WAY, california","34.4636725, -118.4882257"
22829,WOODSIDE DRIVE E/O DAVID WAY,12/15/2009 12:00:00 AM,Tue,1342,"WOODSIDE DRIVE E/O DAVID WAY, california","34.4636725, -118.4882257"
22830,WOODWARD AVENUE N/O 250TH STREET,01/06/2013 12:00:00 AM,Sun,344,"WOODWARD AVENUE N/O 250TH STREET, california","33.7982334, -118.3211946"
22831,WOODWARD AVENUE N/O 250TH STREET,01/05/2013 12:00:00 AM,Sat,371,"WOODWARD AVENUE N/O 250TH STREET, california","33.7982334, -118.3211946"
22832,WOODWARD AVENUE N/O 250TH STREET,01/04/2013 12:00:00 AM,Fri,537,"WOODWARD AVENUE N/O 250TH STREET, california","33.7982334, -118.3211946"
22833,WOODWARD AVENUE N/O 250TH STREET,01/03/2013 12:00:00 AM,Thur,560,"WOODWARD AVENUE N/O 250TH STREET, california","33.7982334, -118.3211946"
22834,WOODWARD AVENUE N/O 250TH STREET,01/02/2013 12:00:00 AM,Wed,549,"WOODWARD AVENUE N/O 250TH STREET, california","33.7982334, -118.3211946"
22835,WOODWARD AVENUE S/O 250TH STREET,01/06/2013 12:00:00 AM,Sun,361,"WOODWARD AVENUE S/O 250TH STREET, california","33.7982334, -118.3211946"
22836,WHITESIDE STREET E/O DUNN AVENUE,07/06/2013 12:00:00 AM,Sat,2587,"WHITESIDE STREET E/O DUNN AVENUE, california","30.4292615, -81.6704511"
22837,WHITESIDE STREET E/O DUNN AVENUE,07/05/2013 12:00:00 AM,Fri,2481,"WHITESIDE STREET E/O DUNN AVENUE, california","30.4292615, -81.6704511"
22838,WHITESIDE STREET E/O DUNN AVENUE,07/04/2013 12:00:00 AM,Thur,2352,"WHITESIDE STREET E/O DUNN AVENUE, california","30.4292615, -81.6704511"
22839,WHITESIDE STREET E/O DUNN AVENUE,07/03/2013 12:00:00 AM,Wed,2452,"WHITESIDE STREET E/O DUNN AVENUE, california","30.4292615, -81.6704511"
22840,WHITTIER BOULEVARD E/O ALMA AVENUE,03/14/2007 12:00:00 AM,Wed,21840,"WHITTIER BOULEVARD E/O ALMA AVENUE, california","34.000865, -118.0822927"
22841,WHITTIER BOULEVARD E/O AMALIA AVENUE,03/14/2007 12:00:00 AM,Wed,30860,"WHITTIER BOULEVARD E/O AMALIA AVENUE, california","34.019356, -118.1508598"
22842,WHITTIER BOULEVARD E/O ATLANTIC BOULEVARD,02/04/2014 12:00:00 AM,Tue,29838,"WHITTIER BOULEVARD E/O ATLANTIC BOULEVARD, california","34.020496, -118.157073"
22843,WHITTIER BOULEVARD E/O BRANNICK AVENUE,03/07/2007 12:00:00 AM,Wed,29093,"WHITTIER BOULEVARD E/O BRANNICK AVENUE, california","34.020063, -118.1779335"
22844,WHITTIER BOULEVARD E/O BURGER AVENUE,01/27/2014 12:00:00 AM,Mon,26362,"WHITTIER BOULEVARD E/O BURGER AVENUE, california","33.955589, -118.020187"
22845,WHITTIER BOULEVARD E/O EASTERN AVENUE,07/24/2013 12:00:00 AM,Wed,26908,"WHITTIER BOULEVARD E/O EASTERN AVENUE, california","33.9528963, -118.0135192"
22846,WHITTIER BOULEVARD E/O FETTERLY AVENUE,03/07/2007 12:00:00 AM,Wed,25037,"WHITTIER BOULEVARD E/O FETTERLY AVENUE, california","34.0219676, -118.1653329"
22847,WHITTIER BOULEVARD E/O KEENAN AVENUE,03/18/2007 12:00:00 AM,Sun,22088,"WHITTIER BOULEVARD E/O KEENAN AVENUE, california","34.0211251, -118.1442399"
22848,WHITTIER BOULEVARD E/O KEENAN AVENUE,03/17/2007 12:00:00 AM,Sat,25980,"WHITTIER BOULEVARD E/O KEENAN AVENUE, california","34.0211251, -118.1442399"
22849,WHITTIER BOULEVARD E/O KEENAN AVENUE,03/16/2007 12:00:00 AM,Fri,27317,"WHITTIER BOULEVARD E/O KEENAN AVENUE, california","34.0211251, -118.1442399"
22850,WHITTIER BOULEVARD E/O KEENAN AVENUE,03/15/2007 12:00:00 AM,Thur,26944,"WHITTIER BOULEVARD E/O KEENAN AVENUE, california","34.0211251, -118.1442399"
22851,WHITTIER BOULEVARD E/O KEENAN AVENUE,03/14/2007 12:00:00 AM,Wed,26514,"WHITTIER BOULEVARD E/O KEENAN AVENUE, california","34.0211251, -118.1442399"
22852,WHITTIER BOULEVARD E/O MCBRIDE AVENUE,03/07/2007 12:00:00 AM,Wed,28337,"WHITTIER BOULEVARD E/O MCBRIDE AVENUE, california","34.023056, -118.169189"
22853,EASTVALE ROAD N/O RAINBOW RIDGE ROAD,06/14/2015 12:00:00 AM,Sun,217,"EASTVALE ROAD N/O RAINBOW RIDGE ROAD, california","33.7743869, -118.3580002"
22854,WHITTIER BOULEVARD E/O MOBILE AVENUE,03/18/2007 12:00:00 AM,Sun,20278,"WHITTIER BOULEVARD E/O MOBILE AVENUE, california","34.020392, -118.156002"
22855,WHITTIER BOULEVARD E/O MOBILE AVENUE,03/17/2007 12:00:00 AM,Sat,23827,"WHITTIER BOULEVARD E/O MOBILE AVENUE, california","34.020392, -118.156002"
22856,WHITTIER BOULEVARD E/O MOBILE AVENUE,03/16/2007 12:00:00 AM,Fri,25101,"WHITTIER BOULEVARD E/O MOBILE AVENUE, california","34.020392, -118.156002"
22857,WHITTIER BOULEVARD E/O MOBILE AVENUE,03/15/2007 12:00:00 AM,Thur,24673,"WHITTIER BOULEVARD E/O MOBILE AVENUE, california","34.020392, -118.156002"
22858,WHITTIER BOULEVARD E/O MOBILE AVENUE,03/14/2007 12:00:00 AM,Wed,24109,"WHITTIER BOULEVARD E/O MOBILE AVENUE, california","34.020392, -118.156002"
22859,WHITTIER BOULEVARD E/O NORWALK BOULEVARD,08/15/2007 12:00:00 AM,Wed,40303,"WHITTIER BOULEVARD E/O NORWALK BOULEVARD, california","33.9982389, -118.0551926"
22860,WHITTIER BOULEVARD E/O RECORD AVENUE,03/15/2007 12:00:00 AM,Thur,23520,"WHITTIER BOULEVARD E/O RECORD AVENUE, california","34.0217128, -118.1624381"
22861,WOODWARD AVENUE S/O 250TH STREET,01/05/2013 12:00:00 AM,Sat,399,"WOODWARD AVENUE S/O 250TH STREET, california","33.7982334, -118.3211946"
22862,WOODWARD AVENUE S/O 250TH STREET,01/04/2013 12:00:00 AM,Fri,534,"WOODWARD AVENUE S/O 250TH STREET, california","33.7982334, -118.3211946"
22863,WOODWARD AVENUE S/O 250TH STREET,01/03/2013 12:00:00 AM,Thur,527,"WOODWARD AVENUE S/O 250TH STREET, california","33.7982334, -118.3211946"
22864,WOODWARD AVENUE S/O 250TH STREET,01/02/2013 12:00:00 AM,Wed,510,"WOODWARD AVENUE S/O 250TH STREET, california","33.7982334, -118.3211946"
22865,WOODWARD BOULEVARD N/O MICHILLINDA DRIVE,07/24/2012 12:00:00 AM,Tue,583,"WOODWARD BOULEVARD N/O MICHILLINDA DRIVE, california","34.1314716, -118.0703492"
22866,WOODWARD BOULEVARD S/O CALIFORNIA BOULEVARD,07/24/2012 12:00:00 AM,Tue,418,"WOODWARD BOULEVARD S/O CALIFORNIA BOULEVARD, california","34.1358652, -118.1089143"
22867,WOOLWINE DRIVE E/O VAN PELT DRIVE,06/23/2013 12:00:00 AM,Sun,490,"WOOLWINE DRIVE E/O VAN PELT DRIVE, california","34.0511732, -118.176896"
22868,EASTVALE ROAD S/O WESTVALE ROAD (S),06/14/2015 12:00:00 AM,Sun,1313,"EASTVALE ROAD S/O WESTVALE ROAD (S), california","43.0433673, -76.2069106"
22869,WINTON AVENUE N/O GEMINI STREET,06/15/2015 12:00:00 AM,Mon,406,"WINTON AVENUE N/O GEMINI STREET, california","34.0174764, -117.9159874"
22870,WOOLWINE DRIVE E/O VAN PELT DRIVE,06/22/2013 12:00:00 AM,Sat,563,"WOOLWINE DRIVE E/O VAN PELT DRIVE, california","34.0511732, -118.176896"
22871,WOOLWINE DRIVE E/O VAN PELT DRIVE,06/21/2013 12:00:00 AM,Fri,571,"WOOLWINE DRIVE E/O VAN PELT DRIVE, california","34.0511732, -118.176896"
22872,WOOLWINE DRIVE E/O VAN PELT DRIVE,06/20/2013 12:00:00 AM,Thur,575,"WOOLWINE DRIVE E/O VAN PELT DRIVE, california","34.0511732, -118.176896"
22873,WOOLWINE DRIVE W/O EASTERN AVENUE,02/25/2014 12:00:00 AM,Tue,774,"WOOLWINE DRIVE W/O EASTERN AVENUE, california","33.9691923, -118.1643032"
22874,WOOSTER AVENUE N/O 61ST STREET,07/18/2012 12:00:00 AM,Wed,259,"WOOSTER AVENUE N/O 61ST STREET, california","36.0749967, -95.8692007"
22875,WOOSTER AVENUE N/O 61ST STREET,07/17/2012 12:00:00 AM,Tue,286,"WOOSTER AVENUE N/O 61ST STREET, california","36.0749967, -95.8692007"
22876,WOOSTER AVENUE N/O 61ST STREET,10/11/2010 12:00:00 AM,Mon,478,"WOOSTER AVENUE N/O 61ST STREET, california","36.0749967, -95.8692007"
22877,WOOSTER AVENUE N/O 61ST STREET,10/10/2010 12:00:00 AM,Sun,417,"WOOSTER AVENUE N/O 61ST STREET, california","36.0749967, -95.8692007"
22878,WOOSTER AVENUE N/O 61ST STREET,10/09/2010 12:00:00 AM,Sat,551,"WOOSTER AVENUE N/O 61ST STREET, california","36.0749967, -95.8692007"
22879,WOOSTER AVENUE N/O 61ST STREET,10/08/2010 12:00:00 AM,Fri,458,"WOOSTER AVENUE N/O 61ST STREET, california","36.0749967, -95.8692007"
22880,WOOSTER AVENUE N/O 61ST STREET,10/07/2010 12:00:00 AM,Thur,508,"WOOSTER AVENUE N/O 61ST STREET, california","36.0749967, -95.8692007"
22881,WOOSTER AVENUE N/O 61ST STREET,10/06/2010 12:00:00 AM,Wed,421,"WOOSTER AVENUE N/O 61ST STREET, california","36.0749967, -95.8692007"
22882,WOOSTER AVENUE N/O 61ST STREET,10/05/2010 12:00:00 AM,Tue,435,"WOOSTER AVENUE N/O 61ST STREET, california","36.0749967, -95.8692007"
22883,WOOSTER AVENUE S/O 61ST STREET,07/18/2012 12:00:00 AM,Wed,512,"WOOSTER AVENUE S/O 61ST STREET, california","33.9854522, -118.3782068"
22884,WOOSTER AVENUE S/O 61ST STREET,07/17/2012 12:00:00 AM,Tue,541,"WOOSTER AVENUE S/O 61ST STREET, california","33.9854522, -118.3782068"
22885,WOOSTER AVENUE S/O 61ST STREET,10/11/2010 12:00:00 AM,Mon,752,"WOOSTER AVENUE S/O 61ST STREET, california","33.9854522, -118.3782068"
22886,WOOSTER AVENUE S/O 61ST STREET,10/10/2010 12:00:00 AM,Sun,691,"WOOSTER AVENUE S/O 61ST STREET, california","33.9854522, -118.3782068"
22887,WOOSTER AVENUE S/O 61ST STREET,10/09/2010 12:00:00 AM,Sat,848,"WOOSTER AVENUE S/O 61ST STREET, california","33.9854522, -118.3782068"
22888,WOOSTER AVENUE S/O 61ST STREET,10/08/2010 12:00:00 AM,Fri,811,"WOOSTER AVENUE S/O 61ST STREET, california","33.9854522, -118.3782068"
22889,WHITTIER BOULEVARD E/O RECORD AVENUE,03/14/2007 12:00:00 AM,Wed,23559,"WHITTIER BOULEVARD E/O RECORD AVENUE, california","34.0217128, -118.1624381"
22890,WHITTIER BOULEVARD E/O SADLER AVENUE,03/14/2007 12:00:00 AM,Wed,27006,"WHITTIER BOULEVARD E/O SADLER AVENUE, california","34.0260192, -118.1471091"
22891,WHITTIER BOULEVARD E/O SCHOOL AVENUE,03/18/2007 12:00:00 AM,Sun,21453,"WHITTIER BOULEVARD E/O SCHOOL AVENUE, california","33.9549121, -118.0163062"
22892,WHITTIER BOULEVARD E/O SCHOOL AVENUE,03/17/2007 12:00:00 AM,Sat,25148,"WHITTIER BOULEVARD E/O SCHOOL AVENUE, california","33.9549121, -118.0163062"
22893,VICTORIA AVENUE S/O WESTMOUNT AVENUE,06/08/2015 12:00:00 AM,Mon,3065,"VICTORIA AVENUE S/O WESTMOUNT AVENUE, california","33.9983358, -118.3320396"
22894,WHITTIER BOULEVARD E/O SCHOOL AVENUE,03/16/2007 12:00:00 AM,Fri,26843,"WHITTIER BOULEVARD E/O SCHOOL AVENUE, california","33.9549121, -118.0163062"
22895,WHITTIER BOULEVARD E/O SCHOOL AVENUE,03/15/2007 12:00:00 AM,Thur,26098,"WHITTIER BOULEVARD E/O SCHOOL AVENUE, california","33.9549121, -118.0163062"
22896,WHITTIER BOULEVARD E/O SCHOOL AVENUE,03/14/2007 12:00:00 AM,Wed,25723,"WHITTIER BOULEVARD E/O SCHOOL AVENUE, california","33.9549121, -118.0163062"
22897,WHITTIER BOULEVARD E/O TOWNSEND AVENUE,03/18/2007 12:00:00 AM,Sun,18452,"WHITTIER BOULEVARD E/O TOWNSEND AVENUE, california","34.0367236, -118.1880392"
22898,WHITTIER BOULEVARD E/O TOWNSEND AVENUE,03/17/2007 12:00:00 AM,Sat,23230,"WHITTIER BOULEVARD E/O TOWNSEND AVENUE, california","34.0367236, -118.1880392"
22899,WHITTIER BOULEVARD E/O TOWNSEND AVENUE,03/16/2007 12:00:00 AM,Fri,23634,"WHITTIER BOULEVARD E/O TOWNSEND AVENUE, california","34.0367236, -118.1880392"
22900,WHITTIER BOULEVARD E/O TOWNSEND AVENUE,03/15/2007 12:00:00 AM,Thur,22296,"WHITTIER BOULEVARD E/O TOWNSEND AVENUE, california","34.0367236, -118.1880392"
22901,WHITTIER BOULEVARD E/O TOWNSEND AVENUE,03/14/2007 12:00:00 AM,Wed,21971,"WHITTIER BOULEVARD E/O TOWNSEND AVENUE, california","34.0367236, -118.1880392"
22902,WHITTIER BOULEVARD E/O VANCOUVER AVENUE,03/27/2007 12:00:00 AM,Tue,24836,"WHITTIER BOULEVARD E/O VANCOUVER AVENUE, california","33.9528963, -118.0135192"
22903,WHITTIER BOULEVARD W/O ATLANTIC BOULEVARD,01/27/2014 12:00:00 AM,Mon,23800,"WHITTIER BOULEVARD W/O ATLANTIC BOULEVARD, california","34.0204998, -118.156588"
22904,WHITTIER BOULEVARD W/O BURGER AVENUE,02/19/2013 12:00:00 AM,Tue,24869,"WHITTIER BOULEVARD W/O BURGER AVENUE, california","34.010582, -118.111729"
22905,WHITTIER BOULEVARD W/O GARFIELD AVENUE,01/27/2014 12:00:00 AM,Mon,21745,"WHITTIER BOULEVARD W/O GARFIELD AVENUE, california","34.0144613, -118.1303126"
22906,WHITTIER BOULEVARD W/O HICKS AVENUE,10/07/2013 12:00:00 AM,Mon,20200,"WHITTIER BOULEVARD W/O HICKS AVENUE, california","33.939718, -117.977365"
22907,WHITTIER BOULEVARD W/O NORWALK BOULEVARD,10/22/2014 12:00:00 AM,Wed,36565,"WHITTIER BOULEVARD W/O NORWALK BOULEVARD, california","33.9982389, -118.0551926"
22908,WHITTIER BOULEVARD W/O NORWALK BOULEVARD,08/15/2007 12:00:00 AM,Wed,41552,"WHITTIER BOULEVARD W/O NORWALK BOULEVARD, california","33.9982389, -118.0551926"
